prompt,prompt_suddenness,prompt_familiarity,prompt_predict_event,prompt_pleasantness,prompt_unpleasantness,prompt_goal_relevance,prompt_chance_responsblt,prompt_self_responsblt,prompt_other_responsblt,prompt_predict_conseq,prompt_goal_support,prompt_urgency,prompt_self_control,prompt_other_control,prompt_chance_control,prompt_accept_conseq,prompt_standards,prompt_social_norms,prompt_attention,prompt_not_consider,prompt_effort,response,response_suddenness,response_familiarity,response_predict_event,response_pleasantness,response_unpleasantness,response_goal_relevance,response_chance_responsblt,response_self_responsblt,response_other_responsblt,response_predict_conseq,response_goal_support,response_urgency,response_self_control,response_other_control,response_chance_control,response_accept_conseq,response_standards,response_social_norms,response_attention,response_not_consider,response_effort,quality
I don’t trust doctors.  I don’t trust the CDC.  God gave us an immune system and as a healthy persons that is all I need to protect myself from getting COVID.   I think this is all a bunch of hysteria and profiteering by the Pharm industry,3.6202425956726074,2.8786962032318115,3.1322197914123535,1.5823861360549927,4.6231913566589355,3.2582345008850098,2.7415249347686768,2.4223248958587646,3.6453044414520264,3.2226409912109375,1.9354759454727173,3.427130699157715,2.4900429248809814,3.7280113697052,2.8141167163848877,3.137373447418213,3.5562057495117188,2.371079206466675,4.096508502960205,3.5609030723571777,3.845410108566284,You believe God will protect you from COVID-19.,3.5578548908233643,2.5881896018981934,3.0507898330688477,2.1772046089172363,4.1768059730529785,3.9137492179870605,2.9805033206939697,2.921891450881958,3.0912294387817383,3.324007034301758,2.5517094135284424,3.6665632724761963,2.5282368659973145,3.5028393268585205,3.0903356075286865,3.135697841644287,2.8487210273742676,1.8656344413757324,4.340875148773193,3.2685787677764893,4.158344745635986,2
I don’t trust doctors.  I don’t trust the CDC.  God gave us an immune system and as a healthy persons that is all I need to protect myself from getting COVID.   I think this is all a bunch of hysteria and profiteering by the Pharm industry,3.6202425956726074,2.8786962032318115,3.1322197914123535,1.5823861360549927,4.6231913566589355,3.2582345008850098,2.7415249347686768,2.4223248958587646,3.6453044414520264,3.2226409912109375,1.9354759454727173,3.427130699157715,2.4900429248809814,3.7280113697052,2.8141167163848877,3.137373447418213,3.5562057495117188,2.371079206466675,4.096508502960205,3.5609030723571777,3.845410108566284,"Well, we don’t know who is naturally able to avoid getting COVID-19.  The vaccine is the best way to avoid it even if you have a good immune system.  Most religious leaders are recommending that their congregants get vaccinated. ",3.5346953868865967,3.059624195098877,3.2288818359375,1.9940509796142578,4.20514440536499,3.272557258605957,2.9515275955200195,2.3962295055389404,3.5753531455993652,3.3017003536224365,2.227800130844116,3.4132399559020996,2.4953837394714355,3.7389090061187744,3.056591272354126,3.329017162322998,3.1509294509887695,2.082779884338379,4.1312575340271,3.3754756450653076,3.7516989707946777,1
I don’t trust doctors.  I don’t trust the CDC.  God gave us an immune system and as a healthy persons that is all I need to protect myself from getting COVID.   I think this is all a bunch of hysteria and profiteering by the Pharm industry,3.6202425956726074,2.8786962032318115,3.1322197914123535,1.5823861360549927,4.6231913566589355,3.2582345008850098,2.7415249347686768,2.4223248958587646,3.6453044414520264,3.2226409912109375,1.9354759454727173,3.427130699157715,2.4900429248809814,3.7280113697052,2.8141167163848877,3.137373447418213,3.5562057495117188,2.371079206466675,4.096508502960205,3.5609030723571777,3.845410108566284,Do you think everyone in healthcare is in it for the money?,3.4328949451446533,3.0273430347442627,3.0056467056274414,1.4694279432296753,4.361615180969238,2.6795341968536377,1.8378642797470093,1.6448032855987549,4.536323070526123,3.116760015487671,1.7663830518722534,2.9462928771972656,2.1836259365081787,4.470215797424316,2.0315115451812744,3.0881752967834473,3.9990315437316895,2.898479461669922,3.58504319190979,3.2359464168548584,3.362832546234131,1
I don’t trust doctors.  I don’t trust the CDC.  God gave us an immune system and as a healthy persons that is all I need to protect myself from getting COVID.   I think this is all a bunch of hysteria and profiteering by the Pharm industry,3.6202425956726074,2.8786962032318115,3.1322197914123535,1.5823861360549927,4.6231913566589355,3.2582345008850098,2.7415249347686768,2.4223248958587646,3.6453044414520264,3.2226409912109375,1.9354759454727173,3.427130699157715,2.4900429248809814,3.7280113697052,2.8141167163848877,3.137373447418213,3.5562057495117188,2.371079206466675,4.096508502960205,3.5609030723571777,3.845410108566284,"Otherwise, the fight against COVID is hard, so stop these thoughts.",3.471648693084717,2.947314500808716,3.2055540084838867,1.6199519634246826,4.569089889526367,3.3809502124786377,2.398078680038452,2.550701379776001,3.7494475841522217,3.4126555919647217,2.0254342555999756,3.313106060028076,2.541933298110962,3.903573751449585,2.4308183193206787,3.0744926929473877,3.645130157470703,2.4858269691467285,3.9932656288146973,3.4861671924591064,3.888181447982788,1
I don’t trust doctors.  I don’t trust the CDC.  God gave us an immune system and as a healthy persons that is all I need to protect myself from getting COVID.   I think this is all a bunch of hysteria and profiteering by the Pharm industry,3.6202425956726074,2.8786962032318115,3.1322197914123535,1.5823861360549927,4.6231913566589355,3.2582345008850098,2.7415249347686768,2.4223248958587646,3.6453044414520264,3.2226409912109375,1.9354759454727173,3.427130699157715,2.4900429248809814,3.7280113697052,2.8141167163848877,3.137373447418213,3.5562057495117188,2.371079206466675,4.096508502960205,3.5609030723571777,3.845410108566284,"Well, taking covid vaccine can help you in developing immunity against the virus. You won't be able to spread the virus among your closed ones. This can create a safe environment for everyone. So my advice is that you should get vaccinated as soon as possible.",3.0372297763824463,3.2185592651367188,3.6676669120788574,2.9076695442199707,3.440823793411255,3.527024745941162,2.6932833194732666,3.373626470565796,3.025554895401001,3.5482094287872314,3.091172695159912,3.407719612121582,3.0358974933624268,3.442568302154541,2.8597302436828613,3.5990705490112305,2.4838173389434814,1.6354883909225464,4.315054416656494,2.854482889175415,3.758925199508667,1
I don’t trust doctors.  I don’t trust the CDC.  God gave us an immune system and as a healthy persons that is all I need to protect myself from getting COVID.   I think this is all a bunch of hysteria and profiteering by the Pharm industry,3.6202425956726074,2.8786962032318115,3.1322197914123535,1.5823861360549927,4.6231913566589355,3.2582345008850098,2.7415249347686768,2.4223248958587646,3.6453044414520264,3.2226409912109375,1.9354759454727173,3.427130699157715,2.4900429248809814,3.7280113697052,2.8141167163848877,3.137373447418213,3.5562057495117188,2.371079206466675,4.096508502960205,3.5609030723571777,3.845410108566284,How does your opinion affect the people around you?,2.8265790939331055,3.6529438495635986,3.925370454788208,1.8645868301391602,4.299086093902588,3.1068248748779297,2.035831928253174,3.4349279403686523,3.238391637802124,3.691676378250122,2.307053804397583,3.0447468757629395,3.131098508834839,3.4812710285186768,2.1691524982452393,3.3281025886535645,3.3105220794677734,2.0643093585968018,3.7170050144195557,3.385551691055298,3.54679799079895,1
"Doctor x, I don’t want the Covid vaccine for me or my kids. They don’t know enough about how safe it is and what long term side effects it causes. It is not for me or my family. ",3.5893590450286865,2.8065245151519775,3.1250510215759277,1.5225313901901245,4.702497959136963,3.3097548484802246,2.692981719970703,2.4703235626220703,3.549558639526367,3.273233413696289,1.8800432682037354,3.461517572402954,2.4974489212036133,3.6860687732696533,2.783876657485962,3.0891504287719727,3.571030616760254,2.2649073600769043,4.093576908111572,3.5854074954986572,3.837357521057129,"You are worried about long term effects from the vaccine that might not have been found, and don’t want to take that risk for you or your family.  You are trying to do the right thing and for now not getting vaccinated feels like the best thing for you and your family. ",3.1925299167633057,3.008983612060547,3.4786016941070557,1.5919815301895142,4.579467296600342,3.5474801063537598,2.747265100479126,3.2889790534973145,2.7550249099731445,3.4495458602905273,2.067352294921875,3.398770809173584,2.8994252681732178,3.0469090938568115,2.8063995838165283,3.180708408355713,3.2569727897644043,1.9058964252471924,4.060542583465576,3.6324822902679443,3.894169569015503,3
"Doctor x, I don’t want the Covid vaccine for me or my kids. They don’t know enough about how safe it is and what long term side effects it causes. It is not for me or my family. ",3.5893590450286865,2.8065245151519775,3.1250510215759277,1.5225313901901245,4.702497959136963,3.3097548484802246,2.692981719970703,2.4703235626220703,3.549558639526367,3.273233413696289,1.8800432682037354,3.461517572402954,2.4974489212036133,3.6860687732696533,2.783876657485962,3.0891504287719727,3.571030616760254,2.2649073600769043,4.093576908111572,3.5854074954986572,3.837357521057129,You're concerned that not enough research has been done on the vaccine.,3.6795008182525635,2.838386297225952,2.9587459564208984,1.4459391832351685,4.6312150955200195,3.1396219730377197,2.5317022800445557,2.075314521789551,3.845960855484009,3.21053409576416,1.8068528175354004,3.3894224166870117,2.254467725753784,3.9470715522766113,2.69982647895813,3.097658634185791,3.676605701446533,2.4282801151275635,4.073991298675537,3.481520414352417,3.780139446258545,3
"Doctor x, I don’t want the Covid vaccine for me or my kids. They don’t know enough about how safe it is and what long term side effects it causes. It is not for me or my family. ",3.5893590450286865,2.8065245151519775,3.1250510215759277,1.5225313901901245,4.702497959136963,3.3097548484802246,2.692981719970703,2.4703235626220703,3.549558639526367,3.273233413696289,1.8800432682037354,3.461517572402954,2.4974489212036133,3.6860687732696533,2.783876657485962,3.0891504287719727,3.571030616760254,2.2649073600769043,4.093576908111572,3.5854074954986572,3.837357521057129,You want more information before choosing to vaccinate yourself or your family.,2.984907865524292,3.2515547275543213,3.5710859298706055,1.8540058135986328,4.260560512542725,3.1657824516296387,2.4706625938415527,2.8659250736236572,3.3249385356903076,3.5586228370666504,2.2781190872192383,3.1816728115081787,2.717045783996582,3.54219126701355,2.74072527885437,3.3703670501708984,3.2896876335144043,2.02931547164917,4.110750675201416,3.4056570529937744,3.6736273765563965,2
"Doctor x, I don’t want the Covid vaccine for me or my kids. They don’t know enough about how safe it is and what long term side effects it causes. It is not for me or my family. ",3.5893590450286865,2.8065245151519775,3.1250510215759277,1.5225313901901245,4.702497959136963,3.3097548484802246,2.692981719970703,2.4703235626220703,3.549558639526367,3.273233413696289,1.8800432682037354,3.461517572402954,2.4974489212036133,3.6860687732696533,2.783876657485962,3.0891504287719727,3.571030616760254,2.2649073600769043,4.093576908111572,3.5854074954986572,3.837357521057129,Let me tell you about what we know about how safe it is and side effects. We have lots of data about that now.  I think it is the right thing for you and your family,2.8809027671813965,3.19671893119812,3.594423770904541,3.8672828674316406,2.4708361625671387,3.645932674407959,2.2098302841186523,3.392777442932129,3.543894052505493,3.6346054077148438,3.819758415222168,3.2347981929779053,3.0591156482696533,3.9693803787231445,2.282142400741577,3.7228572368621826,2.0205681324005127,1.4543380737304688,4.205189228057861,2.110443353652954,3.3992724418640137,1
"Doctor x, I don’t want the Covid vaccine for me or my kids. They don’t know enough about how safe it is and what long term side effects it causes. It is not for me or my family. ",3.5893590450286865,2.8065245151519775,3.1250510215759277,1.5225313901901245,4.702497959136963,3.3097548484802246,2.692981719970703,2.4703235626220703,3.549558639526367,3.273233413696289,1.8800432682037354,3.461517572402954,2.4974489212036133,3.6860687732696533,2.783876657485962,3.0891504287719727,3.571030616760254,2.2649073600769043,4.093576908111572,3.5854074954986572,3.837357521057129,Don't you know the long-term side effects of getting. COVID-19?,3.5728108882904053,2.846379041671753,3.135850667953491,1.3521811962127686,4.769160747528076,3.043076515197754,2.7067489624023438,2.29890775680542,3.5184338092803955,3.2496323585510254,1.6940627098083496,3.2910401821136475,2.359182834625244,3.658444881439209,2.882702350616455,3.0708463191986084,3.5958423614501953,2.287417411804199,3.896167516708374,3.685965061187744,3.6765329837799072,1
"Doctor x, I don’t want the Covid vaccine for me or my kids. They don’t know enough about how safe it is and what long term side effects it causes. It is not for me or my family. ",3.5893590450286865,2.8065245151519775,3.1250510215759277,1.5225313901901245,4.702497959136963,3.3097548484802246,2.692981719970703,2.4703235626220703,3.549558639526367,3.273233413696289,1.8800432682037354,3.461517572402954,2.4974489212036133,3.6860687732696533,2.783876657485962,3.0891504287719727,3.571030616760254,2.2649073600769043,4.093576908111572,3.5854074954986572,3.837357521057129,"If indicated, trust that it is safe.",2.8512284755706787,3.554898977279663,3.7799463272094727,3.051933526992798,3.2883269786834717,3.2056989669799805,2.610006093978882,3.2170422077178955,3.3185510635375977,3.6656622886657715,3.2636401653289795,3.3082146644592285,3.069124221801758,3.6746795177459717,2.708470344543457,3.6504745483398438,2.3256704807281494,1.6328226327896118,4.050901889801025,2.653231382369995,3.5357766151428223,1
"Doctor x, I don’t want the Covid vaccine for me or my kids. They don’t know enough about how safe it is and what long term side effects it causes. It is not for me or my family. ",3.5893590450286865,2.8065245151519775,3.1250510215759277,1.5225313901901245,4.702497959136963,3.3097548484802246,2.692981719970703,2.4703235626220703,3.549558639526367,3.273233413696289,1.8800432682037354,3.461517572402954,2.4974489212036133,3.6860687732696533,2.783876657485962,3.0891504287719727,3.571030616760254,2.2649073600769043,4.093576908111572,3.5854074954986572,3.837357521057129,I can absolutely respect that decision. Is there any information that I can give you about the vaccine that you would find helpful in solidifying your decision?,3.1115596294403076,3.2272861003875732,3.5842084884643555,2.480133295059204,3.8018152713775635,3.4805827140808105,2.467174768447876,2.98567533493042,3.5716629028320312,3.6131234169006348,2.824883460998535,3.285593032836914,2.8002209663391113,3.820441961288452,2.613095998764038,3.4764835834503174,3.006470203399658,1.9265313148498535,4.215575695037842,3.045741319656372,3.742900848388672,1
"Doctor x, I don’t want the Covid vaccine for me or my kids. They don’t know enough about how safe it is and what long term side effects it causes. It is not for me or my family. ",3.5893590450286865,2.8065245151519775,3.1250510215759277,1.5225313901901245,4.702497959136963,3.3097548484802246,2.692981719970703,2.4703235626220703,3.549558639526367,3.273233413696289,1.8800432682037354,3.461517572402954,2.4974489212036133,3.6860687732696533,2.783876657485962,3.0891504287719727,3.571030616760254,2.2649073600769043,4.093576908111572,3.5854074954986572,3.837357521057129,"The Covid vaccine is very safe and only very few people had any kind of dangerous side effects. Covid, at the other hand, has killed millions of people. You are putting your kids and yourself in risk.",3.887293577194214,2.547785758972168,2.763153076171875,1.5455474853515625,4.525753498077393,3.24061918258667,3.001894474029541,1.9979708194732666,3.7797293663024902,2.9804160594940186,1.7822879552841187,3.5838406085968018,2.1362476348876953,3.7878897190093994,3.0045526027679443,3.06608510017395,3.475572109222412,2.375286102294922,4.148510932922363,3.559168577194214,3.8166356086730957,1
I know I should probably get the vaccine. I have my mother living with me and she has type-2 diabetes. I would hate to bring it home to her. But I just don’t know about those side effects. I heard it changes your DNA and the vaccine can give you the virus.,3.624016046524048,2.5248165130615234,2.9809341430664062,1.3872361183166504,4.7939276695251465,3.5119051933288574,3.210378408432007,2.732670307159424,2.613077402114868,3.1219797134399414,1.7721987962722778,3.6245362758636475,2.469609260559082,2.9786527156829834,3.238359212875366,2.978407144546509,3.1653542518615723,1.9225797653198242,4.184920787811279,3.778944969177246,3.9822843074798584,"While you have some concerns about the vaccine, part of you feels it would  protect your mother and you don’t want to be responsible for her getting sick.  Sounds like finding answers to your questions about the safety of the vaccine might help you decide.    ",3.385695695877075,2.9924185276031494,3.3759562969207764,2.1267738342285156,4.2164740562438965,3.5465307235717773,2.917780637741089,2.848536968231201,3.28374981880188,3.455845355987549,2.460785388946533,3.5395772457122803,2.710240602493286,3.570857286453247,2.9907829761505127,3.32487154006958,2.9666237831115723,1.8459526300430298,4.229729652404785,3.2636585235595703,3.9145898818969727,3
I know I should probably get the vaccine. I have my mother living with me and she has type-2 diabetes. I would hate to bring it home to her. But I just don’t know about those side effects. I heard it changes your DNA and the vaccine can give you the virus.,3.624016046524048,2.5248165130615234,2.9809341430664062,1.3872361183166504,4.7939276695251465,3.5119051933288574,3.210378408432007,2.732670307159424,2.613077402114868,3.1219797134399414,1.7721987962722778,3.6245362758636475,2.469609260559082,2.9786527156829834,3.238359212875366,2.978407144546509,3.1653542518615723,1.9225797653198242,4.184920787811279,3.778944969177246,3.9822843074798584,"You want to protect your mom, but you're worried about the side effects of being vaccinated.",2.833815574645996,3.369814157485962,3.7932920455932617,1.718807339668274,4.4950032234191895,3.2017617225646973,2.5680320262908936,3.263333797454834,2.8723230361938477,3.6567556858062744,2.2234206199645996,3.274411916732788,3.1049156188964844,3.184727907180786,2.699047327041626,3.3164563179016113,3.071519374847412,1.7464903593063354,3.9279067516326904,3.432976484298706,3.751882553100586,3
