dialogue_id,turn_id,utterance,suddenness,familiarity,predict_event,pleasantness,unpleasantness,goal_relevance,chance_responsblt,self_responsblt,other_responsblt,predict_conseq,goal_support,urgency,self_control,other_control,chance_control,accept_conseq,standards,social_norms,attention,not_consider,effort,emotion_label,valence,arousal,dominance
Ses01F_script03_2,24,I just think it's silly to go on and on and on about such a thing.,2.5919950008392334,3.8683812618255615,4.174142360687256,1.9283000230789185,4.207046031951904,2.8105359077453613,2.0806028842926025,3.2848849296569824,3.167644500732422,3.7426905632019043,2.400824546813965,2.817899703979492,3.2261059284210205,3.4018664360046387,2.3549017906188965,3.366860866546631,3.136739492416382,1.9622786045074463,3.5101318359375,3.2453458309173584,3.362732410430908,xxx,2.0,4.0,4.5
Ses01F_script03_2,25,"You can hardly call three glasses of liquor a whole evening long, going on and on and on.",2.1128063201904297,4.000303745269775,4.364558219909668,1.4171946048736572,4.211054801940918,2.194018602371216,1.9356396198272705,3.7946078777313232,2.063004970550537,3.666626453399658,1.9130574464797974,2.2853527069091797,3.574129819869995,2.2554242610931396,2.0880260467529297,3.304507255554199,2.834099531173706,1.7177534103393555,2.860765218734741,3.312758684158325,2.787405014038086,fru,2.0,4.0,4.0
Ses01F_script03_2,26,It's become a habit with you.,2.142949342727661,3.901402235031128,4.377220630645752,3.1953580379486084,2.9778013229370117,2.935332775115967,1.9717434644699097,4.207489013671875,2.4223721027374268,3.861945629119873,3.374410629272461,2.8310019969940186,3.7879750728607178,2.8614003658294678,2.086233615875244,3.751434564590454,2.0205187797546387,1.3389322757720947,3.6601271629333496,2.4130759239196777,3.104877233505249,xxx,2.0,3.0,4.0
Ses01F_script03_2,27,Oh.  Don't be so grand.  Just because you don't happen to want one at the moment.,2.516953945159912,3.9659221172332764,4.189694404602051,2.378974676132202,3.766608715057373,2.782301902770996,2.1209166049957275,3.474771738052368,3.107430934906006,3.7981348037719727,2.743619680404663,2.8591463565826416,3.448591947555542,3.4072887897491455,2.2131893634796143,3.6077606678009033,2.80895733833313,1.7393004894256592,3.4460599422454834,2.963207960128784,3.221769332885742,fru,1.5,3.5,4.0
Ses01F_script03_2,28,Don't be stupid.,2.7275030612945557,3.5512936115264893,3.939795970916748,2.2575526237487793,4.051083564758301,3.3097169399261475,2.2345221042633057,3.5541062355041504,2.9924569129943848,3.80376935005188,2.6180171966552734,3.1631557941436768,3.253899335861206,3.3795440196990967,2.3246982097625732,3.434098720550537,2.9952597618103027,1.9687355756759644,3.8863117694854736,3.168907403945923,3.599261999130249,ang,1.5,3.0,4.0
Ses01F_script03_2,29,"Really, Amanda.",3.32525897026062,3.231611728668213,3.430885076522827,2.0058469772338867,4.219851493835449,3.0723869800567627,2.189229726791382,2.4960103034973145,4.034873008728027,3.417562246322632,2.2248706817626953,3.133333921432495,2.6290946006774902,4.097924709320068,2.367543935775757,3.3874075412750244,3.493405818939209,2.4124271869659424,3.8208634853363037,3.1670660972595215,3.4861655235290527,ang,2.0,3.5,4.0
Ses01F_script03_2,30,What?,3.552802562713623,3.1760289669036865,3.3613734245300293,2.2734317779541016,4.076687812805176,3.2943637371063232,2.5673372745513916,2.801363229751587,3.7559313774108887,3.424731969833374,2.492175340652466,3.378298044204712,2.761861801147461,4.018933296203613,2.598877191543579,3.4384772777557373,3.3192007541656494,2.24865460395813,3.9851090908050537,3.196833848953247,3.5758728981018066,ang,1.5,3.0,4.5
Ses01F_script03_2,31,Nothing.,3.2529456615448,3.291778802871704,3.6026999950408936,2.1318583488464355,4.204244136810303,3.2879791259765625,2.914097309112549,2.988778829574585,2.9364774227142334,3.5514400005340576,2.425926685333252,3.3747873306274414,2.889871835708618,3.2544939517974854,3.03250789642334,3.2903783321380615,2.8954617977142334,1.9096745252609253,3.992415189743042,3.2715864181518555,3.6814723014831543,fru,2.0,3.5,3.5
Ses01F_script03_2,32,"you going out somewhere, dear?",2.583110809326172,3.8572003841400146,3.8308956623077393,4.257258415222168,1.7220165729522705,2.4836721420288086,1.923838496208191,2.9375665187835693,3.812161922454834,3.508334159851074,3.9282612800598145,2.8710334300994873,3.310856342315674,4.000009059906006,1.8675788640975952,3.9708197116851807,1.5874676704406738,1.332478404045105,3.437497854232788,1.6105889081954956,2.450315237045288,neu,3.0,2.5,2.5
Ses01F_script03_2,33,No.  I am just making myself fascinating for you.,2.2867608070373535,3.8080484867095947,4.274744510650635,3.0092520713806152,3.194063901901245,3.176889657974243,1.9660221338272095,4.119895935058594,2.6701724529266357,3.84360671043396,3.3349318504333496,2.8751718997955322,3.7625179290771484,3.063404083251953,1.999529242515564,3.7321407794952393,2.232290267944336,1.4723883867263794,3.6476614475250244,2.593719720840454,3.2439448833465576,ang,2.5,3.0,4.0
Ses01F_script03_2,34,That reply has broken my heart.,3.496220827102661,2.8745200634002686,3.3015143871307373,1.575399398803711,4.65802526473999,3.4725522994995117,2.5171520709991455,2.894627094268799,3.4039876461029053,3.323178768157959,2.054173469543457,3.4711718559265137,2.7497026920318604,3.516740322113037,2.5395171642303467,3.0654051303863525,3.487546920776367,2.1483421325683594,3.934143543243408,3.593174934387207,3.9759702682495117,xxx,2.5,2.0,3.0
Ses01F_script03_2,35,Oh.  It's a woman's duty to allure the man.,2.7553553581237793,3.663167715072632,3.9018166065216064,2.7549824714660645,3.550291061401367,3.0371010303497314,2.0332889556884766,3.2281017303466797,3.76269268989563,3.7357711791992188,2.9560117721557617,3.043497085571289,3.217916488647461,3.994770050048828,2.0595219135284424,3.6421008110046387,2.815474033355713,1.977151870727539,3.7496864795684814,2.8640780448913574,3.3796420097351074,ang,4.0,3.0,4.5
Ses01F_script03_2,36,"Well as a matter of fact, yes, that's perfectly true.",2.6679558753967285,3.556377649307251,3.933825731277466,3.7392609119415283,2.538442850112915,3.365849256515503,2.09102463722229,3.747340679168701,3.2179057598114014,3.6946868896484375,3.7511789798736572,3.110382556915283,3.5250720977783203,3.6839282512664795,2.0851075649261475,3.8252153396606445,2.056553602218628,1.5058774948120117,3.993853807449341,2.1108806133270264,3.242931365966797,neu,3.0,4.0,3.5
Ses01F_script03_2,37,No it isn't.,3.2856760025024414,3.284945249557495,3.4791765213012695,2.254073143005371,3.952698230743408,3.2085938453674316,2.5082638263702393,2.7740352153778076,3.710432767868042,3.483142375946045,2.5973730087280273,3.313965320587158,2.8441691398620605,3.955667018890381,2.6023731231689453,3.457448720932007,3.218785047531128,2.231341600418091,4.009089469909668,3.1454851627349854,3.610633373260498,ang,2.0,2.5,3.5
Ses01F_script03_2,38,Yes it is.,3.1049540042877197,3.3369064331054688,3.646629571914673,3.129979133605957,3.3470020294189453,3.363980293273926,2.487368106842041,3.1130523681640625,3.558051347732544,3.6624271869659424,3.226376533508301,3.336338996887207,3.0880370140075684,3.9001433849334717,2.5116100311279297,3.6802010536193848,2.640686273574829,1.8405961990356445,4.139132499694824,2.649092674255371,3.5474114418029785,neu,3.0,2.5,3.5
Ses01F_script03_2,39,You shut up.,3.154207229614258,3.553253650665283,3.715073585510254,2.003941535949707,4.219368934631348,2.93945574760437,2.1209769248962402,2.6201839447021484,3.9165854454040527,3.5672006607055664,2.309417724609375,3.070094108581543,2.859358787536621,4.027183532714844,2.2954819202423096,3.3255085945129395,3.411031484603882,2.284977436065674,3.6774089336395264,3.1514627933502197,3.4805259704589844,ang,1.5,2.5,4.0
Ses01F_script03_2,40,"Oh really.  It's a pity you didn't have any brandy, it would have made you a little less disagreeable.",3.016686201095581,3.7167139053344727,3.888460397720337,2.080397605895996,4.135190486907959,2.917203187942505,2.2850847244262695,3.1979541778564453,3.3592724800109863,3.6043362617492676,2.406698226928711,2.98918080329895,3.2378971576690674,3.5495247840881348,2.3091602325439453,3.5979621410369873,3.1428208351135254,1.9323922395706177,3.4666244983673096,3.24509334564209,3.277858018875122,ang,2.0,4.0,4.5
Ses01F_script03_2,41,It's funny it hasn't worked such wonders for you.,2.914339542388916,3.458151340484619,3.889016628265381,2.0728495121002197,4.1998114585876465,3.3428683280944824,2.5370445251464844,3.71462345123291,2.5170986652374268,3.651597738265991,2.5189132690429688,3.261284351348877,3.2460052967071533,2.951685905456543,2.6787328720092773,3.348818778991699,2.8792271614074707,1.7616640329360962,3.8617005348205566,3.36419415473938,3.5420517921447754,xxx,2.0,3.0,4.0
Ses01F_script03_2,42,"Snap, snap, snap.  You know you are like a little adder.",2.464663505554199,3.7288475036621094,4.2182488441467285,1.6003456115722656,4.28437614440918,2.6841070652008057,2.3640711307525635,4.037805080413818,1.800877571105957,3.613138198852539,2.1103553771972656,2.745062828063965,3.5830531120300293,2.1580865383148193,2.3834023475646973,3.330765724182129,2.6773085594177246,1.574027419090271,3.182633876800537,3.426668882369995,3.193577289581299,ang,2.0,4.5,3.5
Ses01F_script03_2,43,"Adders don't snap, they sting.",3.746940851211548,2.6976349353790283,3.01639986038208,1.481790542602539,4.65819787979126,3.273618698120117,3.3092119693756104,2.3325185775756836,3.052103042602539,3.1421260833740234,1.7197117805480957,3.5881147384643555,2.3177618980407715,3.258995771408081,3.370692253112793,2.953188180923462,3.072585105895996,1.9130274057388306,4.0919952392578125,3.5167386531829834,3.964442729949951,xxx,1.5,2.5,4.5
Ses01F_script03_2,44,Nonsense.  They have a bag of venom behind their fangs and they snap. They snap.,3.849350690841675,2.656776189804077,2.780355930328369,1.141587257385254,4.843940258026123,2.7251391410827637,2.717088460922241,1.8924800157546997,3.826793670654297,2.8862266540527344,1.4186317920684814,3.3635177612304688,2.205284595489502,3.7332139015197754,2.762784719467163,3.0132555961608887,3.738042116165161,2.7307121753692627,3.8813798427581787,3.656435251235962,3.6197431087493896,ang,2.0,4.5,4.5
Ses01F_script03_2,45,They sting. I don't care.  Do you understand?  I don't care if they bark and they roll about like hoops.,2.889387845993042,3.6800365447998047,3.9731316566467285,2.05438494682312,4.201551914215088,2.8083393573760986,2.409884452819824,3.1063404083251953,3.2722551822662354,3.672436475753784,2.42114520072937,3.092435836791992,3.125006914138794,3.500762701034546,2.5787997245788574,3.460023880004883,2.9844467639923096,1.9507935047149658,3.6888997554779053,3.254293918609619,3.476393222808838,ang,1.0,4.5,5.0
Ses01F_script03_2,46,Did you see much of Peter Burden after our divorce?,3.5255439281463623,3.1698436737060547,3.2432243824005127,1.9742262363433838,4.227323532104492,3.0352978706359863,2.1602623462677,2.2281064987182617,4.322728633880615,3.369701385498047,2.194260835647583,3.1903562545776367,2.4945716857910156,4.330058574676514,2.289447069168091,3.208911180496216,3.585064649581909,2.4363510608673096,3.7211248874664307,3.2056846618652344,3.556640863418579,ang,1.5,4.5,4.5
Ses01F_script03_2,47,"Yes I did, quite a lot.",2.235438346862793,3.592639446258545,4.241346836090088,3.009131669998169,3.1513795852661133,3.3408451080322266,2.0258989334106445,4.42517614364624,2.170042037963867,3.819861888885498,3.329172372817993,3.0079386234283447,3.823255777359009,2.6644790172576904,2.0523734092712402,3.6884074211120605,2.15151309967041,1.3500603437423706,3.84965443611145,2.5557727813720703,3.3710241317749023,ang,2.5,4.0,5.0
Ses01F_script03_2,48,"And I suppose you let him kiss you a good deal more than, too. Yes.  I suppose you guys had a riotous time, huh?  All out, no restraint at all.  Well, you never really had much anyhow.",3.004208564758301,3.6311018466949463,3.709176540374756,2.8642077445983887,3.4517457485198975,2.7370223999023438,1.9576797485351562,2.9347755908966064,4.1877970695495605,3.5218255519866943,2.9132814407348633,2.9634618759155273,3.143531084060669,4.206062316894531,1.993800163269043,3.7383875846862793,2.8924756050109863,2.158123254776001,3.6567447185516357,2.7302086353302,3.2225747108459473,ang,1.0,4.5,4.5
Ses01F_script03_2,49,Mind your own business.,2.0980398654937744,4.090601444244385,4.471597671508789,2.6478638648986816,3.424260377883911,2.791928768157959,1.8387480974197388,3.940678596496582,2.548978567123413,3.957688570022583,2.950138568878174,2.7123000621795654,3.6386730670928955,2.9875290393829346,2.08988094329834,3.6200027465820312,2.4858245849609375,1.6243478059768677,3.4835898876190186,2.66178560256958,3.0760977268218994,ang,2.5,3.0,4.5
Ses01F_script03_2,50,"You're quite insufferable, I expect it's because you are drunk.",3.2340080738067627,3.4287900924682617,3.4799084663391113,1.2975821495056152,4.697505950927734,2.6749613285064697,1.9641005992889404,2.7095351219177246,3.7704098224639893,3.312764883041382,1.7776594161987305,2.9735865592956543,2.8896501064300537,3.749563455581665,2.0301175117492676,3.2285892963409424,3.8977181911468506,2.5649895668029785,3.474484920501709,3.584120512008667,3.454529285430908,ang,2.0,2.5,4.0
Ses01F_script03_2,51,I think I am not in the least bit drunk.,2.2225687503814697,3.5141429901123047,4.162058353424072,2.8367669582366943,3.152819871902466,3.2834208011627197,2.1786580085754395,4.504967212677002,1.5977529287338257,3.6731865406036377,3.22346830368042,2.914123058319092,3.8796048164367676,2.201911449432373,2.1953630447387695,3.638579845428467,1.9665887355804443,1.1832269430160522,3.5253512859344482,2.656157970428467,3.175273895263672,ang,2.0,4.0,4.5
Ses01F_script03_2,52,You've always had a weak head.,3.290215015411377,2.9791550636291504,3.335202932357788,1.5228124856948853,4.65000581741333,3.6457808017730713,2.3487324714660645,3.4668309688568115,2.868276596069336,3.3731160163879395,1.9758117198944092,3.323892116546631,2.9507484436035156,3.1574807167053223,2.309945583343506,3.1387369632720947,3.552894353866577,2.178699254989624,3.9549453258514404,3.6708571910858154,3.9067468643188477,ang,1.5,2.5,4.0
Ses01F_script03_2,53,I think I mentioned once before that I've had three minute liquor glasses the whole evening long.  A child of two cannot get drunk on that.,2.1862761974334717,3.867992877960205,4.335355758666992,1.453101634979248,4.250380992889404,2.4389801025390625,2.1100857257843018,4.007570743560791,1.8067784309387207,3.624218463897705,2.027331829071045,2.47420072555542,3.642991542816162,2.0833489894866943,2.181924819946289,3.2922375202178955,2.763345241546631,1.6077203750610352,2.98398756980896,3.3443915843963623,2.9335460662841797,ang,2.0,4.5,4.5
Ses01F_script03_2,54,"On the contrary, a child of two can get violently drunk on only one glass of brandy.",3.167609453201294,3.468574047088623,3.625140905380249,1.6671562194824219,4.403590679168701,2.479124069213867,2.320869207382202,2.6207261085510254,3.756026029586792,3.416731357574463,1.9123246669769287,2.9929091930389404,2.8129076957702637,3.7041683197021484,2.4898178577423096,3.489591598510742,3.4117510318756104,2.318294048309326,3.645601511001587,3.455524444580078,3.2837343215942383,ang,3.5,2.5,3.5
Ses01F_script03_2,55,"That's very interesting Amanda. How about a child of four?  Or a child of six?  Or a child of nine? We can get a good little conversation going on about this, you know, intemperate tots.",3.036417007446289,3.6232497692108154,3.769218683242798,2.5587735176086426,3.7349023818969727,2.7128844261169434,2.2067060470581055,2.6884002685546875,4.098657608032227,3.574860095977783,2.6764981746673584,3.031079053878784,2.9530928134918213,4.162498474121094,2.31339955329895,3.5681967735290527,3.0545387268066406,2.2473645210266113,3.7416341304779053,2.880093812942505,3.3079166412353516,ang,3.0,4.5,4.5
Ses01F_script03_2,56,Oh shut up.,3.0752763748168945,3.5354933738708496,3.8782947063446045,2.3259642124176025,4.041321277618408,3.3128180503845215,2.254359722137451,3.362590789794922,3.298849582672119,3.6670613288879395,2.6631884574890137,3.179103374481201,3.185577154159546,3.566054105758667,2.3718249797821045,3.477959394454956,3.0819945335388184,1.9378488063812256,3.841050624847412,3.130182981491089,3.570906639099121,ang,2.0,2.5,3.5
Ses01F_script03_2,57,Shut up.,3.211857795715332,3.4905319213867188,3.759916067123413,2.2218728065490723,4.163024425506592,3.1755104064941406,2.287400722503662,2.8469462394714355,3.651524782180786,3.617717981338501,2.5011799335479736,3.1832265853881836,2.908402681350708,3.882844924926758,2.4716429710388184,3.3971657752990723,3.236147880554199,2.0819091796875,3.81215500831604,3.103304624557495,3.541250467300415,ang,1.5,3.5,4.5
Ses01F_script03_2,58,"Not very funny, darling.  Why don't you have some more brandy.",2.3445727825164795,4.068172931671143,4.390880584716797,2.450772285461426,3.6358635425567627,2.5759289264678955,2.2153329849243164,3.6636862754821777,2.493291139602661,3.7984511852264404,2.7361950874328613,2.720522165298462,3.6543333530426025,2.8145110607147217,2.3266096115112305,3.6771278381347656,2.4043126106262207,1.5129828453063965,3.2457621097564697,2.8669393062591553,3.0024304389953613,ang,2.5,3.5,4.0
Ses01F_script03_2,59,[LAUGHTER] That's a very good idea.  I think I will.,2.8211991786956787,3.3755359649658203,3.6656692028045654,4.286984920501709,2.020155191421509,3.309697151184082,2.032839775085449,3.481066942214966,3.5086276531219482,3.524068593978882,4.0346598625183105,3.1294379234313965,3.3565142154693604,3.8003313541412354,1.9751392602920532,3.913177013397217,1.726832628250122,1.30685293674469,3.9815447330474854,1.8154267072677612,3.0483672618865967,xxx,4.5,3.5,4.5
Ses01F_script03_2,60,"Look, you better turn that off. I don't want to wake up the people upstairs.",2.699817180633545,3.804018497467041,4.089619159698486,1.7857513427734375,4.339724063873291,2.592712640762329,2.3953676223754883,3.3736040592193604,2.757124900817871,3.6767332553863525,2.2413368225097656,3.008434772491455,3.3401427268981934,3.015251874923706,2.5408785343170166,3.44107723236084,2.8899283409118652,1.7814586162567139,3.4501147270202637,3.2660582065582275,3.3021557331085205,ang,2.5,3.0,3.5
