sp_id,rp_id,seeker_post,seeker_post_suddenness,seeker_post_familiarity,seeker_post_predict_event,seeker_post_pleasantness,seeker_post_unpleasantness,seeker_post_goal_relevance,seeker_post_chance_responsblt,seeker_post_self_responsblt,seeker_post_other_responsblt,seeker_post_predict_conseq,seeker_post_goal_support,seeker_post_urgency,seeker_post_self_control,seeker_post_other_control,seeker_post_chance_control,seeker_post_accept_conseq,seeker_post_standards,seeker_post_social_norms,seeker_post_attention,seeker_post_not_consider,seeker_post_effort,response_post,response_post_suddenness,response_post_familiarity,response_post_predict_event,response_post_pleasantness,response_post_unpleasantness,response_post_goal_relevance,response_post_chance_responsblt,response_post_self_responsblt,response_post_other_responsblt,response_post_predict_conseq,response_post_goal_support,response_post_urgency,response_post_self_control,response_post_other_control,response_post_chance_control,response_post_accept_conseq,response_post_standards,response_post_social_norms,response_post_attention,response_post_not_consider,response_post_effort,level,rationales
5l3qho,dbstkc3,Wrong diagnosis-ADHD vs Bipolar Depression. For the past 5 years I've dealt with being misdiagnosed. I have ADHD and Depression but was diagnosed with Bipolar disorder. Has anyone else had this happen? What were the ramifications? How did you handle and what actions did you take?,4.015767574310303,2.0108256340026855,2.436570405960083,1.2866297960281372,4.806004047393799,3.944200038909912,3.162893056869507,2.5984396934509277,2.754591226577759,2.798227310180664,1.6648224592208862,3.8376080989837646,2.240196704864502,3.0648248195648193,3.0870773792266846,2.6817808151245117,3.2973990440368652,2.0684597492218018,4.267041206359863,3.6672065258026123,4.176435470581055,"It's not uncommon. Bipolar can be very difficult to diagnose. We tend to think of it as a constant swinging between high and low but really you can be low all the time and still be bipolar if you had one high at some point. What you do is move forward with your new diagnosis and work on treatment and coping skills. ADHD and depression are generally easier to manage long term than bipolar disorder, so that's a plus.",3.3999435901641846,2.58746075630188,3.092674970626831,2.0826427936553955,4.134256362915039,4.080205917358398,2.922877550125122,3.169863224029541,2.732405424118042,3.3012807369232178,2.4221887588500977,3.590085744857788,2.6835460662841797,3.1294071674346924,2.996455430984497,3.1557400226593018,2.981004476547241,1.797993779182434,4.443113327026367,3.324976682662964,4.173587322235107,0,
73yymy,dnue2hm,How long is this going to go for?. I wish I fucking knew. Fuck you and everyone else.,3.564066171646118,3.0384814739227295,3.304283618927002,1.5941308736801147,4.667538642883301,3.197326183319092,2.500710964202881,2.457728385925293,3.726640224456787,3.319793462753296,1.9723848104476929,3.322402238845825,2.5504443645477295,3.85063099861145,2.618717670440674,3.1254029273986816,3.5845115184783936,2.379621744155884,3.891061782836914,3.549571990966797,3.749575614929199,Expecting people to stop being depressed like turning off a light is extremely stupid.,2.6501572132110596,3.8204505443573,4.064095497131348,1.6952683925628662,4.334446430206299,2.72798490524292,2.052713632583618,3.190093517303467,3.106440782546997,3.7163853645324707,2.2183799743652344,2.8376145362854004,3.113668441772461,3.351685047149658,2.345219373703003,3.3635830879211426,3.2583870887756348,2.0703964233398438,3.4646053314208984,3.3580386638641357,3.2991390228271484,0,
7vs790,dtuopol,"I've had a hard time going back to school. Going back to school has been difficult for me, It's been around five years since I've been in a class room and I ask the teachers and the people that I go to my classes to cut me some slack for being rusty but they tell me that it doesn't matter, and my step mom doesn't want me to use the computer because she doesn't want to share. Its lead me to skipping classes because I feel like theirs no use in going to school, it would be cool to know how you would handle this situation and if you can give me any advice.",3.2729451656341553,2.974182367324829,3.3965346813201904,1.3926969766616821,4.754164218902588,3.580702781677246,2.4357635974884033,3.6990127563476562,2.5708167552948,3.358423948287964,1.9868755340576172,3.3820080757141113,3.174621820449829,2.898437023162842,2.3560361862182617,3.114405870437622,3.368699550628662,1.9436079263687134,3.8420569896698,3.7050018310546875,3.8768465518951416,"sorry to hear that, but been in a similar situation after taking some time off of school. My best advice is to take the minimum amount of classes possible so you get too overwhelmed. For me essential to plan my assignments in advance, so that I can just do things one by one and not let it all get piled up cuz then I wanna die. Also, if you need a break, take one. School will always be there but good to take care of yourself too :)",2.5145719051361084,3.567671060562134,4.1366801261901855,2.12446665763855,4.049772262573242,3.300924301147461,2.328252077102661,4.0574870109558105,2.158186912536621,3.6845297813415527,2.582688808441162,3.0205657482147217,3.5409772396087646,2.593524694442749,2.4596590995788574,3.4414870738983154,2.6802592277526855,1.5433080196380615,3.654681921005249,3.176067590713501,3.4946210384368896,2,sorry to hear that|
96zkq7,e44llwe,Depression. So any non med for depression ?,3.600248098373413,2.7582671642303467,3.089550733566284,1.7193914651870728,4.615327835083008,3.580336332321167,3.12747859954834,2.7338244915008545,2.7992875576019287,3.290144205093384,1.9359169006347656,3.547029495239258,2.490217924118042,3.1799094676971436,3.1793594360351562,2.986821413040161,3.164055585861206,1.891542673110962,4.137022972106934,3.6189396381378174,3.934540033340454,"The generic answers heard over the years tend to go something like the following; exercise, sunlight, talking, therapy, stroking animals, eating healthily, meditation and writing one thing thankful for daily. I say with sincerity that any of those have worked for me but helped others. Keeping busy with hobbies on the days able to function might help. It does slightly for me.",2.2251884937286377,3.7643115520477295,4.276662826538086,3.1986331939697266,2.9217405319213867,3.1954994201660156,1.9671545028686523,4.267904281616211,2.274696111679077,3.8762078285217285,3.4245402812957764,2.900698184967041,3.78489089012146,2.7909390926361084,2.110485792160034,3.7177388668060303,2.1192359924316406,1.3786156177520752,3.766065835952759,2.4493863582611084,3.2229433059692383,0,
ab2lkb,ecx2gco,"All the people who will be kissed on New year's eve. I'll be alone like usual I'll never get someone to kiss me It's fine No one understands how hopelessly, alone, and angrily some people live. It would scare some attractive people that haven't ever lived like that.",3.212517738342285,3.5819766521453857,3.645252227783203,1.700673222541809,4.507890224456787,2.7366929054260254,2.227606773376465,2.7919764518737793,3.7509982585906982,3.4747817516326904,2.0939738750457764,3.0767159461975098,2.938922166824341,3.813204526901245,2.3088581562042236,3.3178436756134033,3.5047507286071777,2.3274476528167725,3.4761431217193604,3.463582754135132,3.4042463302612305,"Hey, just wait it out. I know what you feel. Sometimes I think I'm attractive, and sometimes I can't even look at myself I'm so disgusted. I've come to realize it's all just a fucked up mind game I play with myself. I doubt you're actually that ugly, you're probably kinda cute honestly, but if you're anything like me, you've tricked yourself into thinking you're ugly. If you want people to want to be around you, you have to do some basic things like showering, putting on actual clothes, smiling, excercising a little and pretending you have confidence. It's honestly dumb, but these things can be hard to do, especially if you struggle with low confidence and depression. But if you take care of yourself, it's not too hard to find people. And just you wait until you find a person to kiss on New Years, because the feeling is worth the wait. I know this is all a bit corny, but if you ever wanna talk about anything I'd be more than happy to :)",2.849419355392456,3.294497489929199,3.841331958770752,2.5126101970672607,3.7780656814575195,3.627516269683838,2.261476755142212,4.245396614074707,2.476808786392212,3.637036085128784,2.838376760482788,3.225468158721924,3.6424858570098877,2.8966782093048096,2.179609537124634,3.555823564529419,2.7028589248657227,1.7189019918441772,3.892146348953247,3.0919125080108643,3.6488633155822754,1,if you ever wanna talk about anything I'd be more than happy to|
aad2xy,ecs529t,It’s terrible being alone in a crisis. Just wanted to express this.,3.654541492462158,2.5318493843078613,3.0426244735717773,1.52202570438385,4.761510848999023,3.7215449810028076,3.24334979057312,2.763303279876709,2.64455509185791,3.1959457397460938,1.955373764038086,3.6640841960906982,2.5158565044403076,3.033914089202881,3.2117435932159424,2.8273491859436035,3.059807062149048,1.8532558679580688,4.095437526702881,3.5811126232147217,4.1872100830078125,No amount of 'you are not alone's from internet randos who won't reach out to you after will help. My local mental health system is an absolute joke and often made me more suicidal. So I also am alone when in crisis.,3.7501871585845947,2.5677273273468018,2.8874130249023438,1.3175855875015259,4.889308929443359,3.641659736633301,2.78922963142395,2.766535520553589,3.1477887630462646,3.11637544631958,1.729370355606079,3.6115825176239014,2.520047187805176,3.3528847694396973,2.7394611835479736,2.8466477394104004,3.543100357055664,2.230083465576172,4.065727233886719,3.7598869800567627,4.039004802703857,0,
8jsjf8,dz25gpo,honestly what is in this world for me.. nothing thats what i feel like living to make other people happy when they only like me cause they feel sorry for me not cause they actually like me jesus i live such a sorry life.,2.837658405303955,3.5406460762023926,3.8503458499908447,1.2224804162979126,4.65794038772583,3.030242681503296,2.1120147705078125,3.7810306549072266,2.5743625164031982,3.552699565887451,1.922905445098877,2.8946926593780518,3.394490957260132,2.7966036796569824,2.109970808029175,3.1787469387054443,3.441340923309326,2.004448652267456,3.339336633682251,3.73462176322937,3.4348080158233643,at least you got people trying to comfort you. I even dont have that. Again there are people who got it Much worse,3.884488582611084,2.7261664867401123,2.8909215927124023,2.132845401763916,4.220003604888916,3.3581624031066895,2.9506418704986572,1.939933180809021,3.968513250350952,3.113154888153076,2.25593638420105,3.5838675498962402,2.20965313911438,4.159262657165527,3.0205771923065186,3.0711045265197754,3.158520460128784,2.1896605491638184,4.07221794128418,3.231445550918579,3.8042473793029785,0,
7409m9,dnuofxb,Why the fuck am I depressed. I don't even remember when or why but I just feel empty Like I'll be having a great time and suddenly I just want to go home and sleep It's so fuckin dumb I just want to be happy I'm not even sure why like is it because I'm a little overweight? Or stress? Or because I can't get a girlfriend? Because that's a stupid reason to be depressed Why am I doing this to myself How the fuck do I fix this Why do I write all this trash thinking people will actually read it,2.8539187908172607,3.0341479778289795,3.579089641571045,1.0997285842895508,4.601980686187744,3.419386863708496,2.519313335418701,4.21221399307251,1.3907164335250854,3.2746286392211914,1.861386775970459,3.082841396331787,3.3646433353424072,1.8095718622207642,2.4119887351989746,2.9435603618621826,2.9645495414733887,1.5715962648391724,3.4566328525543213,3.765094518661499,3.5425100326538086,"Does there need to be a reason? Depression is an illness, and like any other illness it doesn't need some form of justification, it just *is*",3.127716064453125,3.056443452835083,3.54325008392334,1.586736798286438,4.583847522735596,3.613109827041626,2.6723949909210205,3.380840539932251,2.5227746963500977,3.4911158084869385,2.0699641704559326,3.259355306625366,2.8662056922912598,2.8710641860961914,2.820589065551758,3.0785250663757324,3.227832794189453,1.9264779090881348,4.017005443572998,3.6649487018585205,3.9201855659484863,0,
5xea9y,dehmbgx,"The world is really pretty.. Pity, that I won't be there anymore to cherish it.",2.5627851486206055,3.8277246952056885,4.24138069152832,2.5091309547424316,3.709205389022827,2.8877570629119873,2.498417377471924,3.744478225708008,2.349984884262085,3.751234531402588,2.9016664028167725,2.9103715419769287,3.4734418392181396,2.7901530265808105,2.6884171962738037,3.5402684211730957,2.3042664527893066,1.3693901300430298,3.5041282176971436,2.977674722671509,3.2580952644348145,"You're a good man, Median. I hope you know this. I hope that you have people around you that will tell your story for centuries, and that you live on as a hero in the minds of newer generations. But, I'd rather you live, personally.",2.995807409286499,3.1023240089416504,3.5804574489593506,3.1138272285461426,3.2615270614624023,3.727433443069458,2.341265916824341,3.3858892917633057,3.424180269241333,3.6307380199432373,3.3175997734069824,3.3168935775756836,3.0513410568237305,3.8432157039642334,2.458310604095459,3.594175338745117,2.5783779621124268,1.658055305480957,4.245499134063721,2.6676809787750244,3.774604320526123,1,"You're a good man|I'd rather you live, personally.|"
50sgzd,d76kxsp,"Don't know what this is.... Not sure if this is the right place but here I go. I feel alone, I feel trapped in my mind, I feel like life is a cycle and I don't know what to do anymore. I have gained weight in the past 3 months, everyone has noticed it all my friends and family. I have never been depressed nor ever felt like this really, only up until maybe 5 months ago. The thing is that I have not had anything traumatic happen to me to make me feel like this. I've had family problems but I don't really see that as a problem i've dealt with it for many years. Is it possible to be depressed for no real reason? Are these symptoms of depression?",3.407904624938965,2.6385200023651123,3.150625705718994,1.220097541809082,4.802504062652588,3.7473666667938232,2.9035239219665527,3.6026971340179443,1.9623299837112427,3.099175453186035,1.751779556274414,3.458737850189209,2.919970989227295,2.3546974658966064,2.801908493041992,2.875094413757324,3.166242837905884,1.7920749187469482,3.873792886734009,3.854513645172119,3.9381906986236572,"Thats totally normal, most people get that from time to time. It will pass, the when is the real question. Good news is you can work on the when, at least it works for me. I think the key is to accept whatever you are feeling, not fight it and not try to change it, even try to get yourself to cry. The point is really to change your mindset from 'i have depression i can't cure it, it is killing me' to 'i'm sad again for no reason, human brain is a pile of shit and buggy as hell, I'm gonny cry all day to give it what it wants'..",3.055487632751465,2.991506576538086,3.560875415802002,1.8161211013793945,4.3027825355529785,3.7517545223236084,2.7777178287506104,3.876857280731201,1.9952781200408936,3.425863742828369,2.294844150543213,3.3879823684692383,3.173409938812256,2.4175496101379395,2.793729066848755,3.1434242725372314,2.8521740436553955,1.6312326192855835,4.024195671081543,3.4957358837127686,3.8801426887512207,1,"Thats totally normal, most people get that from time to time.|"
5bftsk,d9o4ss3,Having kids is the most selfish yet selfless thing a person can do.. I just wish I never existed.,2.8256146907806396,3.636225700378418,3.988584280014038,2.1144227981567383,4.093016624450684,3.126329183578491,2.283717155456543,3.397089958190918,3.272397756576538,3.702141761779785,2.5876169204711914,3.026040554046631,3.1692798137664795,3.514878988265991,2.3640968799591064,3.4718637466430664,3.0230228900909424,1.9309595823287964,3.573253870010376,3.2758121490478516,3.515718460083008,Yes you are right from my experience.Not dealing with my problems. I isolated my family. It just came second nature.When they don't understand me.I kept busy on the shitty computer to avoid my problems. I realize that the worst thing i could have done. I need to try harder and put my family first who means everything to me.,2.9078776836395264,3.0496320724487305,3.6423420906066895,1.4594330787658691,4.518231391906738,3.5811328887939453,2.299687623977661,4.1871161460876465,1.924170732498169,3.38828444480896,2.067274570465088,3.168039560317993,3.4121570587158203,2.253654718399048,2.152968406677246,3.165505886077881,3.1468167304992676,1.8663504123687744,3.7103757858276367,3.710592269897461,3.7015464305877686,1,Yes you are right from my experience.|
afrkpz,ee0zvki,Why does death make people sad?. a relief from the hell known as life,3.286591053009033,3.2163336277008057,3.5765061378479004,1.829933524131775,4.480025768280029,3.19023060798645,2.9263222217559814,2.703033208847046,3.1356356143951416,3.512681484222412,2.265613317489624,3.310743808746338,2.6276893615722656,3.467458724975586,3.1170003414154053,3.1501150131225586,3.0362932682037354,1.8789241313934326,3.916653633117676,3.438961982727051,3.7988486289978027,I don't really think life is he'll but I don't understand the weird sadness or fear of death that people have. I've known a few people who died. I wasn't sad at all. Everyone I know is going to die and one day I am going to die. Why is that sad?,3.6909291744232178,2.803703546524048,3.1392762660980225,1.49811851978302,4.707650661468506,3.1651554107666016,3.26910138130188,2.2542479038238525,3.13564133644104,3.1701040267944336,1.8002204895019531,3.439204692840576,2.3118581771850586,3.332921028137207,3.3954455852508545,2.9562582969665527,3.1224896907806396,1.9279870986938477,3.9564549922943115,3.609703302383423,3.810987710952759,0,
4bfsbp,d18svfi,If anyone will listen. I'm in a bad place right now. I could really use a friend.,3.334948778152466,2.8537163734436035,3.3854002952575684,2.0709800720214844,4.310576438903809,3.911874771118164,2.5993335247039795,3.6914126873016357,2.6636698246002197,3.4600701332092285,2.4889767169952393,3.5134646892547607,3.151195764541626,3.035148859024048,2.5251481533050537,3.25606107711792,2.9710419178009033,1.8365334272384644,4.037199020385742,3.396782159805298,3.988182544708252,"No friends here, willing to listen. Need someone to listen to me sometime too. I'm going to bed right now, but if you want to message me I will get back to you tomorrow.",2.7260937690734863,3.7181131839752197,4.052815914154053,2.641186237335205,3.6590166091918945,3.244154691696167,2.1941962242126465,3.6948797702789307,3.087486743927002,3.7917354106903076,2.9708688259124756,3.068526268005371,3.522897243499756,3.4338698387145996,2.217142105102539,3.605531692504883,2.651151657104492,1.6800858974456787,3.65327525138855,2.9138855934143066,3.432206869125366,1,"No friends here, willing to listen.|if you want to message me|"
52z6f7,d7okpmm,"When everything is a challenge. Tying your shoes..eating..pulling your shirt over your head, even just walking. Everything is hard like you're climbing up a mountain. What I wouldn't give to see the world differently",2.263165235519409,3.7994637489318848,4.239235877990723,1.695854902267456,4.308836936950684,2.806530714035034,2.219773530960083,3.8540637493133545,2.0695602893829346,3.8184003829956055,2.265552520751953,2.779409408569336,3.4723849296569824,2.4576268196105957,2.451998233795166,3.3462836742401123,2.763917922973633,1.55618155002594,3.3818728923797607,3.3303046226501465,3.322507858276367,"ive just sat in my room crying my eyes out thinking mostly about this. Conversations with people ive known my whole life i find difficult, its not natural. Everything feels so forced! im sick of trying so so hard to look normal. I hide my feelings from absolutely everyone and im exhausted. No motivation in life, feel like im a waste of skin",2.7790141105651855,3.1209702491760254,3.6977734565734863,1.2038654088974,4.605756759643555,3.471121072769165,2.4067864418029785,4.1886887550354,1.6198517084121704,3.381120204925537,1.9525940418243408,3.071218729019165,3.417374610900879,2.033111810684204,2.3315296173095703,3.0224804878234863,3.0214648246765137,1.6547977924346924,3.542193651199341,3.7466752529144287,3.6612305641174316,0,
